patchtest
51 1 1 1
1 1 1 1 0.0 0.0 0.0
2 0 0 0 0.0 25.0 0.0
3 0 0 0 0.0 50.0 0.0
4 0 0 0 0.0 75.0 0.0
5 0 0 0 0.0 100.0 0.0
6 0 0 0 20.0 0.0 0.0
7 0 0 0 25.0 50.0 0.0
8 0 0 0 30.0 100.0 0.0
9 0 0 0 40.0 0.0 0.0
10 0 0 0 45.0 25.0 0.0
11 0 0 0 50.0 50.0 0.0
12 0 0 0 55.0 75.0 0.0
13 0 0 0 60.0 100.0 0.0
14 0 0 0 70.0 0.0 0.0
15 0 0 0 75.0 50.0 0.0
16 0 0 0 80.0 100.0 0.0
17 0 1 0 100.0 0.0 0.0
18 0 0 0 100.0 25.0 0.0
19 0 0 0 100.0 50.0 0.0
20 0 0 0 100.0 75.0 0.0
21 0 0 1 100.0 100.0 0.0
22 0 0 0 0.0 0.0 25.0
23 0 0 0 0.0 50.0 25.0
24 0 0 0 0.0 100.0 25.0
25 0 0 0 40.0 0.0 25.0
26 0 0 0 50.0 50.0 25.0
27 0 0 0 60.0 100.0 25.0
28 0 0 0 100.0 0.0 25.0
29 0 0 0 100.0 50.0 25.0
30 0 0 0 100.0 100.0 25.0
31 1 0 0 0.0 0.0 50.0
32 0 0 0 0.0 25.0 50.0
33 0 0 0 0.0 50.0 50.0
34 0 0 0 0.0 75.0 50.0
35 0 0 0 0.0 100.0 50.0
36 0 0 0 20.0 0.0 50.0
37 0 0 0 25.0 50.0 50.0
38 0 0 0 30.0 100.0 50.0
39 0 0 0 40.0 0.0 50.0
40 0 0 0 45.0 25.0 50.0
41 0 0 0 50.0 50.0 50.0
42 0 0 0 55.0 75.0 50.0
43 0 0 0 60.0 100.0 50.0
44 0 0 0 70.0 0.0 50.0
45 0 0 0 75.0 50.0 50.0
46 0 0 0 80.0 100.0 50.0
47 0 0 0 100.0 0.0 50.0
48 0 0 0 100.0 25.0 50.0
49 0 0 0 100.0 50.0 50.0
50 0 0 0 100.0 75.0 50.0
51 0 0 0 100.0 100.0 50.0
1 26
1 1 0.666667
2 1 -2.666667
3 1 1.333334
4 1 -2.666667
5 1 0.666667
17 1 -0.666667
18 1 2.666667
19 1 -1.333334
20 1 2.666667
21 1 -0.666667
22 1 -2.666667
23 1 -5.333333
24 1 -2.666667
28 1 2.666667
29 1 5.333333
30 1 2.666667
31 1 0.666667
32 1 -2.666667
33 1 1.333333
34 1 -2.666667
35 1 0.666667
47 1 -0.666667
48 1 2.666667
49 1 -1.333334
50 1 2.666667
51 1 -0.666667
5 4 1
1 1000 0.3
1 1 9 11 3 31 39 41 33 6 10 7 2 36 40 37 32 22 25 26 23 1 
2 9 17 19 11 39 47 49 41 14 18 15 10 44 48 45 40 25 28 29 26 1 
3 11 19 21 13 41 49 51 43 15 20 16 12 45 50 46 42 26 29 30 27 1 
4 3 11 13 5 33 41 43 35 7 12 8 4 37 42 38 34 23 26 27 24 1 
